ra,declination,redshift
213.574,0.226841,0.192206
213.523,-0.065624,0.124955
213.604,0.133084,0.179378
213.496,0.134144,0.126681
213.582,-0.112144,0.12363
213.501,0.39317,0.189166
213.648,0.55352,0.180912
213.547,-0.042093,0.180079
213.623,0.016047,0.135169
213.65,0.020726,0.103899
213.675,0.141173,0.123274
213.552,1.07551,0.077606
213.798,0.935842,0.123242
213.616,1.05667,0.263293
213.727,0.935042,0.122533
213.711,1.16051,0.053816
213.749,1.15808,0.180499
213.554,1.03951,0.1234
213.779,0.943061,0.123258
213.677,0.871292,0.26475
213.667,0.88577,0.26383
213.589,0.881575,0.106442
213.573,0.671504,0.113717
213.752,0.645618,0.077072
213.572,0.640002,0.114179
213.813,0.697189,0.125316
213.824,1.19658,0.384228
213.691,0.724062,0.26487
213.593,0.722778,0.114319
213.818,0.477445,0.143941
213.838,0.352073,0.191255
213.784,0.332141,0.183478
213.736,0.206391,0.126907
213.711,0.31893,0.03855
213.85,0.247795,0.077115
213.719,0.1962,0.123786
213.796,-0.021122,0.13506
213.698,-0.003127,0.047335
213.765,-0.082624,0.384097
213.843,0.178314,0.257106
213.749,-0.061705,0.167572
213.699,-0.067059,0.136319
213.769,-0.004411,0.184982
214.1,0.293507,0.084417
213.987,0.258783,0.128189
213.963,0.263037,0.126105
214.073,0.302961,0.127583
213.946,0.257645,0.126171
213.927,0.183335,0.116344
213.983,0.29413,0.129933
213.967,0.070007,0.135502
213.923,-0.062493,0.119776
213.9,0.037448,0.053343
213.865,-0.055491,0.12388
213.897,-0.072514,0.352607
214.135,0.071339,0.052545
213.947,-0.033821,0.180589
213.959,0.242288,0.125794
213.884,0.313076,0.124581
213.875,-0.108656,0.142269
213.885,-0.04943,0.183637
214.305,0.535145,0.077097
214.328,0.094574,0.052586
214.313,0.220765,0.077265
214.183,0.51131,0.435225
214.257,0.47709,0.0523
214.258,0.056906,0.353693
214.269,0.508016,0.025557
214.205,0.272546,0.144014
214.235,0.478717,0.191011
214.194,0.398803,0.124674
214.33,0.05102,0.052859
214.292,-0.078722,0.16824
214.306,-0.026926,0.051523
214.186,-0.022172999999999998,0.12465
214.251,0.142431,0.133922
214.23,0.048148,0.123308
213.87,1.0965,0.164522
214.169,0.942024,0.084142
213.998,1.15531,0.1747
213.913,0.993629,0.187525
213.955,0.929804,0.184994
213.924,0.94628,0.120071
214.196,1.22027,0.426293
214.174,0.917396,0.084086
214.012,1.00608,0.394232
213.858,1.01192,0.448409
213.829,0.890931,0.122872
214.029,0.891012,0.356999
213.833,0.941433,0.069413
214.148,0.886645,0.02554
213.827,0.987923,0.183857
214.115,0.706045,0.053194
214.436,0.570706,0.429909
214.482,0.492856,0.053503
214.367,0.482812,0.049923
214.343,0.47272,0.050259
214.452,0.51098,0.053261
214.436,0.479529,0.360938
214.476,0.46145,0.05444
214.335,0.403468,0.047953
214.498,0.267427,0.053035
214.509,0.484262,0.052777
214.342,0.02372,0.053443
214.406,0.329118,0.051027
214.394,0.208777,0.096977
214.468,0.363021,0.049694
214.46,0.327949,0.050091
214.425,0.189863,0.053586
214.402,0.062078,0.053135
214.333,1.17352,0.054225
214.324,1.15621,0.053496
214.388,1.13099,0.254553
214.305,0.793747,0.050491
214.472,1.00331,0.357773
214.333,1.10732,0.126428
214.324,1.22154,0.054163
214.366,0.63456,0.050401
214.381,0.771651,0.077455
214.332,0.8518,0.173797
214.281,0.636547,0.168019
214.242,1.20819,0.128952
214.217,0.765073,0.173947
214.418,0.920185,0.053491
214.386,0.882813,0.055642
214.461,1.05596,0.178384
214.648,0.157708,0.053219
214.659,0.45253,0.122342
214.537,0.486801,0.053984
214.514,0.51156,0.1251
214.704,0.474998,0.052616
214.62,0.439185,0.049773
214.694,0.560695,0.05292
214.609,0.169392,0.053285
214.517,0.273832,0.050287
214.637,0.312124,0.10004
214.627,0.111088,0.100312
214.526,0.053009,0.136449
214.523,0.2274,0.053406
214.551,0.358908,0.053388
214.558,0.258063,0.052497
214.531,0.311118,0.072833
214.633,-0.033398,0.150696
214.517,0.906983,0.0783
214.543,0.748647,0.113215
214.548,0.866399,0.120209
214.523,0.888478,0.119853
214.59,0.949619,0.026104
214.587,0.984256,0.128863
214.562,0.891112,0.025839
214.618,0.78541,0.342989
214.588,0.644565,0.18757
214.553,0.622292,0.118281
214.483,0.676651,0.052863
214.57,0.986272,0.05315
214.574,0.592304,0.121891
214.617,0.750095,0.025499
214.716,0.603813,0.053276
214.479,0.718105,0.066211
214.732,0.738888,0.256281
214.779,0.602648,0.100792
214.594,0.622361,0.350367
214.739,0.365617,0.053104
214.827,0.057746,0.09698
214.905,0.072872,0.120709
214.878,0.164217,0.084082
214.785,0.347169,0.339492
214.803,0.001632,0.097217
214.711,-0.026394,0.481209
214.75,0.563522,0.053434
214.767,0.356598,0.122864
214.709,-0.093784,0.05222
214.866,0.106097,0.060061
215.755,-0.822393,0.169256
215.635,-0.705017,0.054325
215.839,-0.619934,0.073563
215.395,-0.651121,0.126874
215.56,-0.655451,0.10589
215.472,-0.671418,0.072309
215.632,-0.655326,0.055015
215.637,-0.751348,0.180514
215.525,-0.669308,0.054721
215.639,-0.631637,0.054375
215.368,-0.645432,0.127096
215.872,-0.377669,0.031906
215.924,-0.264779,0.127095
215.815,-0.288613,0.38235
215.954,-0.248344,0.084583
215.832,-0.422145,0.19216
215.863,-0.422492,0.084751
215.832,-0.17813,0.130578
215.911,-0.23078,0.382839
215.837,-0.290113,0.381226
215.813,-0.218099,0.139029
215.831,-0.53893,0.278259
215.853,-0.267961,0.208339
215.355,-1.03038,0.19045
215.608,-0.995479,0.156015
215.42,-0.988823,0.200665
215.532,-1.00039,0.101398
215.411,-1.1545,0.126174
215.519,-1.05438,0.082948
215.516,-0.957091,0.102979
215.58,-1.0392,0.191261
215.425,-0.720852,0.125265
215.408,-1.12526,0.102662
215.372,-0.797548,0.084266
215.346,-0.875184,0.084795
215.56,-0.974364,0.102287
215.486,-0.70089,0.05067
215.457,-0.7775,0.054898
215.711,-0.393466,0.130061
215.715,-0.495375,0.201283
215.702,-0.476852,0.126862
215.771,-0.369387,0.191292
215.751,-0.254549,0.055035
215.775,-0.208092,0.130946
215.701,-0.133372,0.323099
215.185,-1.16117,0.154756
215.27,-1.18049,0.192662
215.281,-1.12388,0.129652
215.18,-0.937699,0.127021
215.175,-0.676897,0.168918
215.132,-0.700947,0.101989
215.182,-0.710055,0.371806
215.259,-0.861965,0.054574
215.216,-0.974034,0.128639
215.195,-0.949557,0.128267
215.11,-0.873231,0.083832
215.16,-0.923601,0.126945
215.177,-0.752771,0.029318
215.295,-0.786882,0.126266
215.107,-1.23935,0.194128
215.194,-0.892506,0.126249
215.447,-0.560194,0.139611
215.534,-0.513701,0.125892
215.496,-0.590348,0.051077
215.469,-0.318124,0.14994
215.482,-0.563009,0.119723
215.553,-0.598528,0.127646
215.461,-0.418554,0.052767
215.449,-0.250955,0.138991
215.522,-0.122111,0.054365
215.599,-0.387703,0.005502
215.466,-0.182254,0.131107
215.629,-0.262565,0.161234
215.502,-0.235373,0.140092
215.636,-0.595392,0.083691
215.549,-0.131283,0.054013
215.525,-0.59275,0.127639
215.59,-0.176924,0.073868
215.087,-0.992994,0.082003
215.101,-1.20833,0.20065
215.002,-1.13983,0.145333
215.047,-1.14972,0.119913
215.09,-0.835766,0.083147
214.866,-0.680468,0.140651
215.04,-0.673487,0.101439
215.097,-0.81925,0.083261
214.975,-0.682043,0.140931
215.097,-1.16656,0.101322
215.02,-0.639942,0.322401
214.999,-0.990454,0.084
215.072,-0.653182,0.083538
215.422,-0.366028,0.051846
215.182,-0.454904,0.307624
215.438,-0.195132,0.386122
215.403,-0.540881,0.137126
215.322,-0.4851,0.101787
215.379,-0.21315,0.051968
215.322,-0.61737,0.138199
215.306,-0.466563,0.101831
215.299,-0.3727,0.053084
215.307,-0.447528,0.101609
215.291,-0.454529,0.357201
215.173,-0.403658,0.357136
215.423,-0.337726,0.051829
215.151,-0.224038,0.0526
215.265,-0.464094,0.276303
215.344,-0.251867,0.153476
215.059,-0.240216,0.084241
215.002,-0.545624,0.139198
215.019,-0.314792,0.05169
215.145,-0.597235,0.138564
215.137,-0.24844,0.063564
215.084,-0.583911,0.32022
215.014,-0.367389,0.126383
214.958,-0.50836,0.15173
214.99,-0.480307,0.13847
215.019,-0.517269,0.138284
215.123,-0.234133,0.102337
215.003,-0.287628,0.319915
215.082,-0.294689,0.051343
215.108,-0.103528,0.131835
215.031,-0.276265,0.0513
214.967,-0.561254,0.055024000000000003
214.871,-0.475979,0.120354
214.894,-0.592233,0.084347
214.927,-0.395377,0.131965
214.943,-0.437291,0.081007
214.924,-0.447573,0.138529
214.816,-0.349386,0.357273
214.894,-0.32362,0.13227
214.878,-0.513603,0.125884
214.615,-0.612625,0.139715
214.607,-0.157233,0.077244
214.786,-0.229899,0.185071
214.822,-0.412761,0.039475
214.489,-0.290826,0.123856
214.553,-0.143079,0.355914
214.714,-0.564428,0.137822
214.699,-1.18201,0.082264
214.559,-1.0462,0.082116
214.694,-1.13735,0.082198
214.655,-0.890369,0.048148
214.518,-0.951745,0.141074
214.722,-0.921133,0.084729
214.567,-0.739346,0.049605
214.697,-0.848608,0.151103
214.632,-0.856777,0.050133
214.647,-0.682628,0.150429
214.584,-0.620763,0.085092
214.476,-1.01736,0.082579
214.376,-0.498495,0.084269
214.399,-0.484174,0.084176
214.365,-0.426697,0.12277
214.393,-0.503587,0.083054
214.135,-0.509807,0.169204
214.129,-0.393465,0.139936
214.152,-0.499995,0.181683
214.273,-0.552002,0.137654
214.014,-0.468332,0.154093
214.269,-0.252361,0.04358
214.074,-0.159402,0.083888
214.339,-0.169054,0.04351
214.137,-0.19141,0.1386
214.477,-0.521397,0.14785
214.333,-0.551447,0.138787
214.463,-0.138849,0.168792
214.07,-0.426796,0.077635
214.287,-1.10838,0.126943
214.436,-0.985899,0.14932
214.041,-0.632392,0.083609
214.4,-1.08655,0.086692
214.291,-1.16416,0.127431
214.32,-1.19069,0.125029
214.466,-1.07131,0.126179
214.142,-0.648897,0.048554
214.465,-0.993548,0.149779
213.99,-0.669244,0.127445
214.192,-1.02378,0.184792
214.458,-1.15168,0.18647
214.417,-0.633307,0.198012
213.749,-0.496088,0.142416
213.75,-0.511382,0.139742
213.947,-0.604773,0.127689
213.912,-0.46109,0.083336
213.758,-0.468391,0.145151
213.675,-0.464763,0.14343
213.778,-0.492207,0.142341
213.811,-0.493058,0.145249
213.714,-0.440197,0.379573
214.01,-0.50184,0.183845
213.801,-0.347546,0.140854
213.689,-0.102177,0.136497
213.685,-0.22933,0.129429
213.767,-0.250134,0.125732
213.695,-0.321811,0.140285
213.987,-0.344454,0.077118
213.746,-0.403948,0.138383
213.735,-0.359084,0.13797
213.793,-1.24519,0.147984
213.803,-1.13064,0.077499
213.947,-0.980041,0.15262
213.857,-1.23132,0.147873
213.922,-1.18539,0.147539
213.813,-1.14422,0.150167
213.919,-0.862638,0.139358
213.728,-1.25309,0.121539
213.294,-0.719004,0.082673
213.357,-0.780259,0.416335
213.466,-0.630855,0.120884
213.835,-0.723172,0.379323
213.58,-0.664733,0.12015
213.358,-0.823334,0.118135
213.555,-0.894401,0.037786
213.377,-0.770398,0.186739
213.602,-0.384282,0.13723
213.622,-0.374745,0.135922
213.575,-0.341887,0.138244
213.49,-0.232811,0.038651
213.584,-0.445677,0.184569
213.455,-0.171576,0.145936
213.588,-0.303873,0.136187
213.299,-0.399365,0.126023
213.55,-0.418938,0.137932
213.54,-0.475931,0.121286
213.272,-0.460238,0.137942
213.286,-0.26191,0.129109
213.611,-0.195352,0.053019
213.674,-0.284053,0.038691
213.537,-0.274065,0.139746
213.562,-0.179206,0.122781
213.538,-0.153515,0.116462
213.872,1.20794,0.054303
214.319,1.15343,0.054734
214.173,0.985654,0.174226
213.835,0.894104,0.143979
213.604,0.671847,0.113613
214.313,1.22939,0.054384
214.2,0.911453,0.083767
213.391,0.773581,0.097061
213.582,0.938314,0.267008
214.261,1.03489,0.15501499999999999
214.048,0.743625,0.124498
214.315,0.764171,0.077587
213.704,0.881712,0.265424
214.283,0.678498,0.077443
213.891,0.318321,0.125209
213.856,0.200452,0.373889
213.868,0.227318,0.053773
213.884,-0.049093,0.184825
213.465,0.212516,0.122933
213.693,0.291997,0.082684
213.46,0.269754,0.124939
213.694,-0.071515,0.077301
213.736,-0.035919,0.180853
213.758,-0.057023,0.126609
213.65,0.020726,0.104015
213.847,-0.034716,0.123845
213.467,0.105478,0.138087
213.093,0.051272,0.126939
213.375,0.185825,0.025749
213.696,-0.003681,0.047498
214.338,1.13122,0.053685
214.393,1.08989,0.357899
214.383,1.14086,0.05428
214.656,0.972416,0.341079
214.346,1.25641,0.172647
214.702,0.981332,0.345469
214.632,0.711842,0.343153
214.627,0.686656,0.11856
214.668,0.954992,0.3448
214.562,0.696745,0.118075
214.473,1.24695,0.383824
214.599,0.732145,0.025621
214.537,1.22222,0.025844
213.992,0.366088,0.143606
214.378,0.350557,0.053439
214.114,0.192338,0.127664
213.946,0.285785,0.125342
213.954,0.260429,0.126049
214.304,0.533303,0.077253
214.282,-0.015202,0.052675
214.189,-0.08669,0.178933
213.979,0.268405,0.125973
214.396,0.159101,0.054168
213.974,0.031821,0.083521
214.149,0.314031,0.116862
214.019,0.216262,0.025543
214.253,0.055482,0.358013
214.87,1.16904,0.127111
214.788,1.25436,0.167746
214.944,1.14691,0.053623
214.932,0.997473,0.126542
214.843,1.24939,0.169768
214.8,0.875732,0.126912
214.908,1.16774,0.112429
214.959,0.863355,0.119495
214.817,0.781374,0.112957
214.708,1.05559,0.112648
214.834,1.16525,0.008122
214.885,0.780792,0.33815
214.718,0.888523,0.128767
214.734,1.18494,0.055452
214.834,1.11154,0.118014
214.885,1.07456,0.11875
214.657,0.159346,0.338134
214.507,0.483151,0.05264
214.491,0.338785,0.048259
214.444,0.341443,0.05038
214.458,0.510972,0.052025
214.703,0.496459,0.053258
214.732,0.09417,0.09711
214.692,-0.063708,0.036251
214.465,0.23337,0.053217
214.441,0.372616,0.053375
214.425,0.533136,0.118045
214.775,0.191305,0.345877
214.464,0.319532,0.052542
215.026,1.02861,0.12647
215.018,1.00184,0.118251
215.066,1.04765,0.125528
215.164,0.892143,0.126276
215.074,0.975538,0.32983
215.036,0.98975,0.170561
214.994,0.992115,0.168917
214.977,1.24905,0.102242
215.148,0.993908,0.169515
215.069,0.955301,0.50681
215.057,0.772109,0.126737
215.151,0.883139,0.330128
215.072,0.758575,0.054859
215.095,0.72308,0.0838
215.154,0.942179,0.169825
215.08,0.935718,0.126899
215.068,0.855838,0.10253
214.946,0.434754,0.131177
215.042,0.478772,0.137558
215.058,0.261048,0.052861
214.88,0.608483,0.12613
215.001,0.560669,0.065566
215.014,0.235384,0.084958
215.013,-0.013744,0.136475
215.062,-0.079363,0.0526
215.085,-0.086234,0.139248
214.843,-0.080412,0.064221
215.025,-0.088212,0.054926
215.099,0.111188,0.354602
215.089,0.247995,0.131456
214.994,0.108346,0.120771
215.243,0.497569,0.151861
215.168,0.623166,0.14592
215.267,0.45118,0.151554
215.132,-0.047825,0.052191
215.197,0.361568,0.12113
215.245,0.228776,0.277159
215.343,0.600159,0.097309
215.196,0.156222,0.123642
215.257,0.19598,0.277577
215.199,0.135049,0.123239
215.236,-0.073291,0.102009
215.312,0.349303,0.150514
215.243,0.373159,0.118772
215.572,-0.041461,0.211411
215.536,-0.049436,0.126282
215.587,0.142126,0.140862
215.413,0.439654,0.121351
215.599,0.182279,0.029283
215.615,0.059059,0.031597
215.601,-0.002116,0.140314
215.369,0.41378,0.150287
215.433,0.331849,0.235854
215.404,0.36846,0.124901
215.547,0.57264,0.065374
215.423,0.373688,0.386174
215.526,0.417131,0.122561
215.494,0.401817,0.132789
215.41,0.243111,0.468702
215.463,0.221224,0.09751
215.259,1.17046,0.084284
215.169,1.01793,0.169562
215.295,0.849596,0.084761
215.186,0.976471,0.168238
215.303,0.824356,0.075102
215.278,0.953803,0.168822
215.319,1.20741,0.054747
215.289,1.08153,0.103166
215.309,0.964906,0.169794
215.264,0.670239,0.126442
215.272,0.865104,0.054042
215.279,1.14597,0.314399
215.316,0.63417,0.34537
215.178,0.782701,0.126769
215.272,0.799007,0.126061
215.283,1.12007,0.117411
215.667,0.087548,0.130869
215.682,0.132342,0.054289
215.635,0.02623,0.276428
215.737,0.383755,0.124638
215.631,0.287344,0.393941
215.692,0.503769,0.167151
215.674,0.506035,0.167003
215.711,0.534512,0.153748
215.646,0.208399,0.102964
215.434,0.852522,0.169174
215.465,1.09957,0.117113
215.349,0.765054,0.040099
215.347,0.737094,0.346731
215.434,1.0334700000000001,0.077348
215.487,0.928409,0.126456
215.466,1.02522,0.078155
215.501,1.03703,0.133224
215.44,1.06484,0.054734
215.421,0.758825,0.278366
215.404,0.720857,0.126284
215.407,0.644318,0.169811
215.42,1.02342,0.077779
215.395,0.829733,0.167376
215.417,0.780468,0.14636
215.502,0.649899,0.054289
215.407,0.84465,0.168936
215.35,0.789773,0.16967
215.439,0.827145,0.167352
215.837,0.360769,0.384422
215.833,0.5192,0.167213
215.823,0.254515,0.140367
215.836,0.277868,0.139555
215.808,0.044419,0.05473
215.759,0.350582,0.099002
215.807,-0.047592,0.139679
215.836,0.205959,0.13952
215.821,0.150349,0.141053
215.77,0.183629,0.134247
215.599,0.913721,0.126093
215.641,0.933231,0.126997
215.784,0.769317,0.054556
215.633,0.845584,0.040005
215.7,0.813684,0.151674
215.724,0.865899,0.15118500000000001
215.513,0.862078,0.035971
215.572,0.89205,0.126605
215.723,0.667039,0.16437
215.554,0.749776,0.127075
215.754,0.794319,0.053976
215.789,0.075781,0.132256
215.885,-0.042478,0.173493
215.861,0.125829,0.141452
215.962,0.043303,0.323828
215.974,0.175512,0.32148
215.951,0.007519,0.321985
215.88,0.38713,0.126436
215.751,0.044485,0.078787
215.848,0.504492,0.384226
215.868,0.233412,0.06157
216.284,-0.657874,0.073253
216.292,-0.361313,0.102992
216.243,-0.607959,0.031037
216.251,-0.62644,0.190967
216.16,-1.01428,0.102974
216.158,-1.09646,0.138033
216.142,-1.09305,0.104116
216.16,-0.73184,0.102944
216.279,-0.822373,0.170213
216.234,-0.37605,0.078907
216.131,-0.535187,0.072755
216.187,-0.324967,0.173933
216.224,-0.692958,0.136527
216.144,-0.43013,0.083995
216.159,-0.472989,0.173533
216.249,-0.192065,0.129255
216.257,-0.14199,0.459516
216.236,-0.285655,0.13911
216.217,-0.086879,0.316621
216.211,-0.140023,0.103455
216.032,-1.21514,0.05007
215.891,-1.23494,0.128033
215.913,-1.03842,0.127555
216.039,-0.974238,0.135882
215.908,-1.01227,0.101852
215.931,-0.969352,0.102084
215.975,-0.983937,0.05229
215.903,-1.06026,0.031146
215.999,-0.937343,0.101829
215.997,-0.89135,0.133727
215.996,-1.07511,0.176887
215.911,-1.23912,0.119185
215.994,-0.594828,0.191116
216.112,-0.242201,0.454963
216.046,-0.678905,0.050508
216.001,-0.371375,0.357723
216.112,-0.268282,0.138311
216.111,-0.684688,0.175365
215.964,-0.667762,0.156926
216.069,-0.149407,0.173633
216.085,-0.356026,0.13465
216.016,0.066222,0.168901
216.134,-0.165341,0.17492
216.072,-0.204285,0.084204
216.019,-0.446792,0.150009
216.084,-0.218963,0.083934
216.042,-0.229934,0.173919
216.004,-0.451982,0.149623
216.07,-0.038435,0.066154
215.814,-1.06734,0.202872
215.871,-1.25297,0.137727
215.844,-0.93197700000000006,0.054555
215.854,-1.03606,0.055016
215.88,-0.760439,0.19235
215.907,-0.609187,0.484575
215.864,-0.710629,0.138666
215.911,-0.540903,0.19238
215.851,-0.764464,0.136805
215.978,-0.764131,0.15878
216.008,-0.77357,0.052317
215.945,-0.664107,0.052527
215.993,-0.034789,0.19607
215.782,-0.359085,0.130669
215.496,-1.14473,0.101419
215.697,-0.939272,0.119128
215.683,-1.0287,0.038665
215.774,0.810621,0.053674
215.963,0.698249,0.103108
215.889,0.731441,0.085408
215.947,0.450533,0.158065
215.836,0.280447,0.140664
215.89,0.808373,0.14575
215.753,0.707416,0.053761
215.725,0.621571,0.170029
215.434,1.17289,0.101883
215.64,1.06886,0.117348
215.605,1.19757,0.054023
215.533,1.16991,0.054873
215.563,1.10275,0.116812
215.497,1.15987,0.054626
215.505,1.19727,0.054969
216.155,0.143214,0.322613
216.03,0.504085,0.123841
216.039,0.516809,0.159376
216.034,0.105757,0.1671
216.016,0.142469,0.166461
216.054,0.424922,0.125094
216.082,0.24941,0.103185
216.058,0.116049,0.150455
216.014,0.499399,0.124921
215.842,0.8375,0.408984
215.754,0.905234,0.103613
